0.5447890080,0.0392880703,0.0758774141,0.2126916662,0.2377912827,0.4928514694,0.3888123252,0.2779552716,0.2328152098,0.0758774141,0.2377912827,0.4560152782,0.2444095755,0.1895489461,0.1895489461,0.6133542791,0.2328152098,0.6386619425,0.2377912827,0.2377912827,0.4166666667,0.3983849966,0.3108346636,0.7785724315,0.2041651916,0.0236220472,0.0762039005,0.2243837772,0.3698613856,0.4130081137,0.5457240321,0.6685990071,0.2316995364,0.5106382979,0.0511999654,0.1935855408,0.1151804352,0.0315438487,0.1721185877,0.1609482697,0.6153846154,0.2489688789,0.7505601390,0.0758774141,0.2250000000,0.2834778396,0.1739130435,0.0950413223,0.0570719603,0.0691964286,0.1170212766,0.1085594990,0.0216851094,0.0201947678,0.0419111506,0.0706111177,0.0707380235,0.1392910210,0.0829222530,0.0301917301,0.0114738424,0.0834829832,0.0549176816,0.2199588952,1
0.7482038379,0.0386091001,0.0109482682,0.0806970438,0.0660756413,0.3746624305,0.4809997485,0.6261980831,0.0191037062,0.0109482682,0.0660756413,0.0893638417,0.0052313842,0.0848242042,0.0848242042,0.0703083983,0.0191037062,0.0347293019,0.0660756413,0.0660756413,0.6750000000,0.1893982576,0.9145358737,0.8465563112,0.0958511242,0.8464566929,0.0109175305,0.0525308257,0.6906348955,0.1248959849,0.8266226894,0.5611247906,0.0872507588,0.7872340426,0.0104575935,0.0692287411,0.1865777173,0.0493821613,0.0512445816,0.1668681048,0.5961538462,0.2391613699,0.7294611286,0.0109482682,0.1750000000,0.2891221980,0.2463768116,0.1404958678,0.0967741935,0.2656250000,0.2723404255,0.6221294363,0.0014872277,0.0020796406,0.0019742608,0.0029288798,0.0025366232,0.0034525650,0.0031524709,0.0013223785,0.0023530995,0.0138180275,0.0090347748,0.0610300898,3
0.4465091585,0.0535193641,0.1415187748,0.3511163381,0.3427673314,0.3428117554,0.4248276640,0.4952076677,0.1550012434,0.1415187748,0.3427673314,0.1670222568,0.0239332464,0.3779594887,0.3779594887,0.1845353745,0.1550012434,0.1489133899,0.3427673314,0.3427673314,0.6583333333,0.1988536155,0.7080403937,0.7155177237,0.3080221266,0.7874015748,0.1399940925,0.3252267918,0.6359295493,0.5304330168,0.5128773048,0.7599426873,0.4078647432,0.8297872340,0.0890606013,0.2679819087,0.0977979104,0.0189424215,0.1983431228,0.0991832958,0.5576923077,0.2946437251,0.8422241644,0.1415187748,0.0000000000,0.3106785807,0.2318840580,0.2231404959,0.1712158809,0.1562500000,0.1553191489,0.1356993737,0.0526608356,0.0303129215,0.0171821133,0.0923205033,0.0972400777,0.1939383012,0.0571265407,0.0392747461,0.0408967770,0.0606037947,0.0810098824,0.2962509957,0
0.3594547229,0.1238634624,0.0289414916,0.1499166234,0.1299340381,0.5106036537,0.5621813269,0.4632587859,0.0528180214,0.0289414916,0.1299340381,0.1084606877,0.0088070587,0.1310666202,0.1310666202,0.1390014997,0.0528180214,0.1067830409,0.1299340381,0.1299340381,0.3833333333,0.4321042701,0.8155023152,0.8305639754,0.1547229691,0.4685039370,0.0290725471,0.1250970546,0.5520893755,0.2827507432,0.6917135124,0.7713918930,0.1442231610,0.7021276596,0.0182139510,0.1011111213,0.1394933106,0.0436643163,0.0967256937,0.1644258245,0.5576923077,0.2794789540,0.7247626740,0.0289414916,0.0000000000,0.2923648871,0.2318840580,0.1900826446,0.1166253102,0.1227678571,0.1510638298,0.7223382046,0.0040108243,0.0028159878,0.0021839917,0.0067433429,0.0044194421,0.0073703044,0.0039747823,0.0027290601,0.0072374832,0.0195611945,0.0542542192,0.1236694697,3
0.2407694698,0.3530558584,0.1672779975,0.4337367270,0.3771235524,0.6598093725,0.4839448848,0.3674121406,0.1407894980,0.1672779975,0.3771235524,0.1640840865,0.0137916215,0.3221835094,0.3221835094,0.1154493639,0.1407894980,0.1162824385,0.3771235524,0.3771235524,0.1500000000,0.7271479125,0.8071344934,0.6763061442,0.4756186348,0.4606299213,0.1680318292,0.3451463425,0.4019247804,0.5395359698,0.4854184431,0.7173262910,0.4447569803,0.4893617021,0.1257114645,0.3261730926,0.2115414156,0.0838596463,0.3688393147,0.2802036310,0.6153846154,0.2440944882,0.6076190628,0.1672779975,0.7250000000,0.3530992480,0.0507246377,0.0909090909,0.0669975186,0.0892857143,0.1595744681,0.1649269311,0.0968282129,0.0189786809,0.0191325487,0.0743902859,0.1051655062,0.0865419150,0.0395246925,0.0264381911,0.0486036607,0.1713974647,0.1178483464,0.3277779311,0
0.3971726736,0.0608344045,0.1732779943,0.4035847290,0.3847448337,0.4548848292,0.3838265103,0.3961661342,0.2591696964,0.1732779943,0.3847448337,0.2039627930,0.0458799763,0.3327499172,0.3327499172,0.3827298623,0.2591696964,0.3090141049,0.3847448337,0.3847448337,0.5666666667,0.2677902622,0.5087330542,0.7397085270,0.3796644073,0.0433070866,0.1738438803,0.3499447717,0.4362091011,0.5354882279,0.4656757586,0.5862364790,0.4241524653,0.6382978723,0.1323745045,0.3358059869,0.1524417184,0.0472845818,0.3017518412,0.1914074165,0.5961538462,0.2638269614,0.7177137133,0.1732779943,0.0750000000,0.3427989384,0.0289855072,0.0743801653,0.0868486352,0.1116071429,0.1468085106,0.1148225470,0.0293602427,0.0821253072,0.0516327346,0.4240424925,0.5332484493,0.2942741167,0.0985250961,0.1046929267,0.0542176973,0.1496812951,0.0927902617,0.3766443312,0
0.4093753391,0.2471776046,0.0664585898,0.2300000187,0.2195089584,0.6306592534,0.5677506566,0.4984025559,0.1173516669,0.0664585898,0.2195089584,0.1598495801,0.0246293742,0.2038038050,0.2038038050,0.2459022890,0.1173516669,0.1398177953,0.2195089584,0.2195089584,0.5083333333,0.3187625762,0.6601547487,0.6948001454,0.1994145020,0.0000000000,0.0667576061,0.2186856741,0.4771762833,0.4209587146,0.5356228618,0.8430236655,0.1865459068,0.6382978723,0.0358156983,0.1557429378,0.0893105658,0.0298462421,0.1527415583,0.1487158724,0.4423076923,0.3914960630,0.7538703245,0.0664585898,0.3000000000,0.3082048725,0.0434782609,0.0702479339,0.0545905707,0.1049107143,0.2531914894,0.4530271399,0.0621567131,0.0197326275,0.0084007925,0.0144315260,0.0155913257,0.0147322723,0.0393285382,0.0068515767,0.0193889086,0.0754733009,0.0843470277,0.2076929125,1
0.3646199676,0.0406329037,0.1279181796,0.3774668117,0.3233867446,0.5181096108,0.4939904833,0.6038338658,0.1327563699,0.1279181796,0.3233867446,0.0969470243,0.0088826701,0.3491377604,0.3491377604,0.1477520582,0.1327563699,0.0900799667,0.3233867446,0.3233867446,0.4916666667,0.3333830407,0.8000599923,0.7704057406,0.4128575083,0.8188976378,0.1284944385,0.3036066592,0.6132950914,0.5043691612,0.5282162011,0.7371794739,0.3958304080,0.6382978723,0.0880390685,0.2662057626,0.1342522709,0.0333231309,0.2322351193,0.1599263262,0.6538461538,0.2202893243,0.7614568341,0.1279181796,0.2750000000,0.3291612333,0.0362318841,0.1157024793,0.1364764268,0.1473214286,0.1723404255,0.6805845511,0.0229143745,0.0133660015,0.0067846742,0.0479729813,0.0297938611,0.0363461116,0.0157174309,0.0107398987,0.0262347777,0.1454661095,0.0911756794,0.2904890066,0
0.7736447422,0.0491507898,0.7139308773,0.8555846537,0.8362565614,0.6800635425,0.5197914489,0.3194888179,0.4330901607,0.7139308773,0.8362565614,0.2761952356,0.0514324481,0.7750673427,0.7750673427,0.2541168086,0.4330901607,0.2917379950,0.8362565614,0.8362565614,0.2916666667,0.5373563218,0.5794669659,0.0109899602,0.7706430515,0.4291338583,0.7168931904,0.8314848058,0.4973786061,0.9160485363,0.2643775750,0.8761825866,0.8652197614,0.5957446809,0.3755576944,0.5952957682,0.0998724448,0.0281985805,0.4685338187,0.0842661624,0.6730769231,0.1970314056,0.8174107439,0.7139308773,0.0500000000,0.3685324385,0.0289855072,0.0454545455,0.0372208437,0.1517857143,0.4382978723,0.5866388309,0.1122301309,0.0328442523,0.1041452185,0.0908789103,0.0916767999,0.1700496543,0.1552645121,0.0396046101,0.2552950688,1.0000000000,0.8529618539,0.7512709747,2
0.2887021181,0.0433515358,0.1174578479,0.3538373119,0.3077862788,0.3221604448,0.5671246926,0.3162939297,0.1550752589,0.1174578479,0.3077862788,0.1429361407,0.0173902500,0.2618637660,0.2618637660,0.2278707210,0.1550752589,0.1876234999,0.3077862788,0.3077862788,0.4750000000,0.3458083832,0.6902224135,0.7906787127,0.4015982629,0.0314960630,0.1179801548,0.2886885300,0.4508252703,0.4938808222,0.5325825789,0.7682768682,0.3660642862,0.6702127660,0.0810834020,0.2538343339,0.2881974991,0.1726444402,0.3656930927,0.3696663779,0.6153846154,0.2440944882,0.5219476001,0.1174578479,0.0750000000,0.2756609109,0.3405797101,0.2190082645,0.2009925558,0.2075892857,0.2042553191,0.3611691023,0.0312920999,0.2236748981,0.0409805513,0.0842447779,0.0978402230,0.1577328275,0.0385698054,0.0792623713,0.0737309006,0.0684761938,0.0746546180,0.2498967848,0
